"SiteID","RegionCode","Region","WebsiteLocation","RawSite","Lat","Long","Comments","Habitat","RawHab","Location","FA Locale","FA SubLocale","Nickname","SiteStatus","NoPosition","BadPosition","BadPositionDescription","AveragedPos"
143,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Klawock Inlet, Craig sawmill","B13",55.50722222,-133.1338889,,"Sand-Gravel",,"Prince of Wales Island","Klawock Inlet",,"Craig Sawmill control","yes",FALSE,FALSE,,FALSE
144,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Klawock Inlet, Craig sawmill","B14",55.5125,-133.1297222,,"Sand-Gravel",,"Prince of Wales Island","Klawock Inlet",,"Craig Sawmill control","yes",FALSE,FALSE,,FALSE
145,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Klawock Inlet, Craig sawmill","B15",55.50721667,-133.1339,,"Kelp",,"Prince of Wales Island","Klawock Inlet",,"Craig, Three Snags","yes",FALSE,FALSE,,FALSE
146,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Klawock Inlet, Craig highway","B16",55.5125,-133.1297222,,"Kelp",,"Prince of Wales Island","Klawock Inlet",,"Craig Highway","yes",FALSE,FALSE,,FALSE
147,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Zimovia Strait, Olive Cove","B01",56.18861111,-132.3163889,,"Eelgrass",,"Etolin Island","Zimovia Strait","Olive Cove","Olive Cove","yes",FALSE,FALSE,,FALSE
148,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Zimovia Strait, Olive Cove","B02",56.19166667,-132.3033333,,"Eelgrass",,"Etolin Island","Zimovia Strait","Olive Cove","Olive Cove","yes",FALSE,FALSE,,FALSE
149,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Zimovia Strait, Anita Bay","B03",56.22694444,-132.3777778,,"Kelp",,"Etolin Island","Zimovia Strait","Anita Bay","Anita Bay","yes",FALSE,FALSE,,FALSE
150,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Zimovia Strait, Anita Bay","B04",56.22361111,-132.3825,,"Kelp",,"Etolin Island","Zimovia Strait","Anita Bay","Anita Bay","yes",FALSE,FALSE,,FALSE
151,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Steamer Bay","B05",56.1575,-132.6977778,,"Eelgrass",,"Etolin Island","Steamer Bay",,,"yes",FALSE,FALSE,,FALSE
152,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Steamer Bay","B06",56.15305556,-132.6911111,,"Eelgrass",,"Etolin Island","Steamer Bay",,,"yes",FALSE,FALSE,,FALSE
153,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Steamer Bay","B07",56.15805556,-132.6966667,,"Kelp",,"Etolin Island","Steamer Bay",,,"yes",FALSE,FALSE,,FALSE
154,"GOA","Gulf of Alaska","southeastern Alaska, Etolin Island, Steamer Bay","B08",56.1625,-132.71,,"Kelp",,"Etolin Island","Steamer Bay",,,"yes",FALSE,FALSE,,FALSE
155,"GOA","Gulf of Alaska","southeastern Alaska, Heceta Island, Warm Chuck Inlet","B01",55.77083333,-133.5361111,,"Eelgrass",,"Heceta Island","Warm Chuck Inlet",,,"yes",FALSE,FALSE,,FALSE
156,"GOA","Gulf of Alaska","southeastern Alaska, Heceta Island, Warm Chuck Inlet","B02",55.77583333,-133.5319444,,"Eelgrass",,"Heceta Island","Warm Chuck Inlet",,,"yes",FALSE,FALSE,,FALSE
157,"GOA","Gulf of Alaska","southeastern Alaska, Heceta Island, Warm Chuck Inlet","B03",55.75805556,-133.4708333,,"Eelgrass",,"Heceta Island","Warm Chuck Inlet",,,"yes",FALSE,FALSE,,FALSE
158,"GOA","Gulf of Alaska","southeastern Alaska, Heceta Island, Warm Chuck Inlet","B04",55.75638889,-133.4711111,,"Eelgrass",,"Heceta Island","Warm Chuck Inlet",,,"yes",FALSE,FALSE,,FALSE
159,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Nu Cove","B01",58.38111667,-134.6924333,,"Eelgrass",,"Auke Bay","Auke Bay","Auke Nu Cove","Old","yes",FALSE,FALSE,,FALSE
160,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Bridget Cove, south","B08",58.6285,-134.9425,,"Eelgrass",,"Lynn Canal","Bridget Cove","south Bridget Cove","Old South Bridget","yes",FALSE,FALSE,,FALSE
161,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Bridget Cove, south","B09",58.62741667,-134.9453,,"Eelgrass",,"Lynn Canal","Bridget Cove","south Bridget Cove","Old South Bridget","yes",FALSE,FALSE,,FALSE
162,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Bostwick Inlet","B01",55.23638889,-131.75,,"Eelgrass",,"Gravina Island","Bostwick Inlet",,,"yes",FALSE,FALSE,,FALSE
163,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Bostwick Inlet","B02",55.23416667,-131.73,,"Eelgrass",,"Gravina Island","Bostwick Inlet",,,"yes",FALSE,FALSE,,FALSE
164,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Bostwick Inlet","B03",55.22,-131.7361111,,"Kelp",,"Gravina Island","Bostwick Inlet",,,"yes",FALSE,FALSE,,FALSE
165,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Bostwick Inlet","B04",55.20777778,-131.7277778,,"Kelp",,"Gravina Island","Bostwick Inlet",,,"yes",FALSE,FALSE,,FALSE
166,"GOA","Gulf of Alaska","southeastern Alaska, Kuiu Island, Port Camden","B01",56.65248333,-133.9569167,,"Kelp",,"Kuiu Island","Port Camden",,,"yes",FALSE,FALSE,,FALSE
167,"GOA","Gulf of Alaska","southeastern Alaska, Kuiu Island, Port Camden","B02",56.716,-133.9523167,,"Kelp",,"Kuiu Island","Port Camden",,,"yes",FALSE,FALSE,,FALSE
168,"GOA","Gulf of Alaska","southeastern Alaska, Kupreanof Island, Kah Sheets Bay","B01",56.51666667,-133.0958333,,"Eelgrass",,"Kupreanof Island","Kah Sheets Bay",,,"yes",FALSE,FALSE,,FALSE
169,"GOA","Gulf of Alaska","southeastern Alaska, Kupreanof Island, Kah Sheets Bay","B02",56.51833333,-133.0969444,,"Eelgrass",,"Kupreanof Island","Kah Sheets Bay",,,"yes",FALSE,FALSE,,FALSE
170,"GOA","Gulf of Alaska","southeastern Alaska, Kupreanof Island, Kah Sheets Bay","B03",56.51194444,-133.1269444,,"Kelp",,"Kupreanof Island","Kah Sheets Bay",,,"yes",FALSE,FALSE,,FALSE
171,"GOA","Gulf of Alaska","southeastern Alaska, Stephens Passage, Farragut Bay","B04",57.12444444,-133.2052778,,"Kelp",,"Stephens Passage","Farragut Bay",,,"yes",FALSE,FALSE,,FALSE
172,"GOA","Gulf of Alaska","southeastern Alaska, Stephens Passage, Farragut Bay","B05",57.11444444,-133.205,,"Kelp",,"Stephens Passage","Farragut Bay",,,"yes",FALSE,FALSE,,FALSE
173,"GOA","Gulf of Alaska","southeastern Alaska, Stephens Passage, Hobart Bay","B06",57.42222222,-133.4536111,,"Kelp",,"Stephens Passage","Hobart Bay",,,"yes",FALSE,FALSE,,FALSE
174,"GOA","Gulf of Alaska","southeastern Alaska, Stephens Passage, Hobart Bay","B07",57.42333333,-133.4525,,"Kelp",,"Stephens Passage","Hobart Bay",,,"yes",FALSE,FALSE,,FALSE
175,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, St. James Bay","B08",58.61,-135.2094444,,"Eelgrass",,"Lynn Canal","St. James Bay",,,"yes",FALSE,FALSE,,FALSE
176,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, St. James Bay","B09",58.57305556,-135.1825,,"Eelgrass",,"Lynn Canal","St. James Bay",,,"yes",FALSE,FALSE,,FALSE
177,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Shakan Bay","B17",56.19361111,-133.5169444,,"Eelgrass",,"Prince of Wales Island","Shakan Bay","Calder Bay",,"yes",FALSE,FALSE,,FALSE
178,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Shakan Bay","B18",56.195,-133.5166667,,"Eelgrass",,"Prince of Wales Island","Shakan Bay","Calder Bay",,"yes",FALSE,FALSE,,FALSE
179,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Exchange Cove","B19",56.21111111,-133.0683333,,"Eelgrass",,"Prince of Wales Island","Exchange Cove",,,"yes",FALSE,FALSE,,FALSE
180,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Exchange Cove","B20",56.24777778,-133.0780556,,"Eelgrass",,"Prince of Wales Island","Exchange Cove",,,"yes",FALSE,FALSE,,FALSE
181,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Exchange Cove","B21",56.24,-133.0719444,,"Kelp",,"Prince of Wales Island","Exchange Cove",,,"yes",FALSE,FALSE,,FALSE
182,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Exchange Cove","B22",56.23361111,-133.0733333,,"Kelp",,"Prince of Wales Island","Exchange Cove",,,"yes",FALSE,FALSE,,FALSE
183,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Shakan Bay","B23",56.14527778,-133.5408333,,"Kelp",,"Prince of Wales Island","Shakan Bay","Shakan Bay",,"yes",FALSE,FALSE,,FALSE
184,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Shakan Bay","B24",56.14833333,-133.5377778,,"Kelp",,"Prince of Wales Island","Shakan Bay","Shakan Bay",,"yes",FALSE,FALSE,,FALSE
185,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Twelve Mile Arm","B25",55.41555556,-132.6880556,,"Eelgrass",,"Prince of Wales Island","Twelve Mile Arm",,,"yes",FALSE,FALSE,,FALSE
186,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Twelve Mile Arm","B26",55.42833333,-132.6594444,,"Eelgrass",,"Prince of Wales Island","Twelve Mile Arm",,,"yes",FALSE,FALSE,,FALSE
187,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Twelve Mile Arm","B27",55.42861111,-132.6594444,,"Kelp",,"Prince of Wales Island","Twelve Mile Arm",,,"yes",FALSE,FALSE,,FALSE
188,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Twelve Mile Arm","B28",55.44861111,-132.6538889,,"Kelp",,"Prince of Wales Island","Twelve Mile Arm",,,"yes",FALSE,FALSE,,FALSE
189,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B08",57.18586667,-135.3477833,,"Eelgrass",,"Baranof Island","Katlian Bay",,,"yes",FALSE,FALSE,,FALSE
190,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B09",57.16396667,-135.3143667,,"Eelgrass",,"Baranof Island","Katlian Bay",,,"yes",FALSE,FALSE,,FALSE
191,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B10",57.1644,-135.3104,,"Eelgrass",,"Baranof Island","Katlian Bay",,"Katlian Eelgrass East","yes",FALSE,FALSE,,FALSE
192,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B11",57.16445,-135.3112,,"Eelgrass",,"Baranof Island","Katlian Bay",,"Katlian Eelgrass West","yes",FALSE,FALSE,,FALSE
193,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B12",57.16456667,-135.3231,,"Kelp",,"Baranof Island","Katlian Bay",,"Katlian Kelp West","yes",FALSE,FALSE,,FALSE
194,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B13",57.16466667,-135.3222,,"Kelp",,"Baranof Island","Katlian Bay",,"Katlian Kelp East","yes",FALSE,FALSE,,FALSE
195,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B14",57.16055556,-135.3419444,,"Sand-Gravel",,"Baranof Island","Katlian Bay",,,"yes",FALSE,FALSE,,FALSE
196,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Katlian Bay","B15",57.16021667,-135.34225,,"Sand-Gravel",,"Baranof Island","Katlian Bay",,,"yes",FALSE,FALSE,,FALSE
197,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Middle Island","B16",57.09226667,-135.4481,,"Eelgrass",,"Sitka Sound","Middle Island",,"Middle Eelgrass East","yes",FALSE,FALSE,,FALSE
198,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Middle Island","B17",57.09305,-135.4494,,"Eelgrass",,"Sitka Sound","Middle Island",,"Middle Eelgrass West","yes",FALSE,FALSE,,FALSE
199,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Middle Island","B18",57.09156667,-135.4493,,"Kelp",,"Sitka Sound","Middle Island",,"Middle Kelp East","yes",FALSE,FALSE,,FALSE
200,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B19",56.9856,-135.3712,,"Kelp",,"Baranof Island","Pirate Cove",,"Pirates Kelp East","yes",FALSE,FALSE,,FALSE
201,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B24",57.19638889,-135.3847222,,"Eelgrass",,"Baranof Island","Nakwasina Sound",,"West Nak Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
202,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B25",57.1975,-135.3833333,,"Eelgrass",,"Baranof Island","Nakwasina Sound",,"East Nak Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
203,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B20",57.1975,-135.3841667,,"Eelgrass",,"Baranof Island","Nakwasina Sound",,,"yes",FALSE,FALSE,,FALSE
204,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B21",57.19638889,-135.3852778,,"Eelgrass",,"Baranof Island","Nakwasina Sound",,,"yes",FALSE,FALSE,,FALSE
205,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B22",57.19388889,-135.3877778,,"Sand-Gravel",,"Baranof Island","Nakwasina Sound",,,"yes",FALSE,FALSE,,FALSE
206,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Nakwasina Sound","B23",57.1938,-135.3891,,"Sand-Gravel",,"Baranof Island","Nakwasina Sound",,,"yes",FALSE,FALSE,,FALSE
207,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B03",56.98444444,-135.3716667,,"Eelgrass",,"Baranof Island","Pirate Cove",,,"yes",FALSE,FALSE,,FALSE
208,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B04",56.9849,-135.3713,,"Eelgrass",,"Baranof Island","Pirate Cove",,,"yes",FALSE,FALSE,,FALSE
209,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B05",56.98527778,-135.3752778,,"Eelgrass",,"Baranof Island","Pirate Cove",,"Pirates Cove Alt","yes",FALSE,FALSE,,FALSE
210,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B26",56.9852,-135.3753,,"Eelgrass",,"Baranof Island","Pirate Cove",,"Pirates Eelgrass East","yes",FALSE,FALSE,,FALSE
211,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Pirate Cove","B27",56.985,-135.3739,,"Kelp",,"Baranof Island","Pirate Cove",,"Pirates Kelp West","yes",FALSE,FALSE,,FALSE
212,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B28",56.97878333,-135.3172,,"Eelgrass",,"Baranof Island","Sandy Cove",,"Sandy Eelgrass  West","yes",FALSE,FALSE,,FALSE
213,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B29",56.97915,-135.3205,,"Kelp",,"Baranof Island","Sandy Cove",,"Sandy Kelp  West","yes",FALSE,FALSE,,FALSE
214,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B06",56.97805556,-135.3119444,,"Eelgrass",,"Baranof Island","Sandy Cove",,"West Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
215,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B07",56.97861111,-135.3108333,,"Eelgrass",,"Baranof Island","Sandy Cove",,"East Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
217,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B31",56.97818333,-135.3117,,"Eelgrass",,"Baranof Island","Sandy Cove",,"Sandy Eelgrass East","yes",FALSE,FALSE,,FALSE
218,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sandy Cove","B32",56.9786,-135.3108,,"Kelp",,"Baranof Island","Sandy Cove",,"Sandy Kelp  East","yes",FALSE,FALSE,,FALSE
219,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Middle Island","B33",57.08891667,-135.4504,,"Eelgrass",,"Sitka Sound","Middle Island",,"Middle Kelp West","yes",FALSE,FALSE,,FALSE
221,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, St. John Baptist Bay","B35",57.28340278,-135.5501536,,"Eelgrass",,"Baranof Island","St. John Baptist Bay",,,"yes",FALSE,FALSE,,FALSE
222,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, St. John Baptist Bay","B36",57.28340306,-135.5501261,,"Eelgrass",,"Baranof Island","St. John Baptist Bay",,,"yes",FALSE,FALSE,,FALSE
223,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, St. John Baptist Bay","B37",57.28581667,-135.5575667,,"Sand-Gravel",,"Baranof Island","St. John Baptist Bay",,,"yes",FALSE,FALSE,,FALSE
224,"GOA","Gulf of Alaska","southeastern Alaska, Baranof Island, St. John Baptist Bay","B38",57.28465,-135.5630333,,"Sand-Gravel",,"Baranof Island","St. John Baptist Bay",,,"yes",FALSE,FALSE,,FALSE
225,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B23",57.56181667,-135.61155,,"Eelgrass",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
226,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B24",57.57046667,-135.64,,"Eelgrass",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
227,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B25",57.56555556,-135.6544444,,"Eelgrass",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
228,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B26",57.56277778,-135.6572222,,"Eelgrass",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
229,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B27",57.56166667,-135.6605556,,"Sand-Gravel",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
230,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Ushk Bay","B28",57.56166667,-135.6616667,,"Sand-Gravel",,"Chichagof Island","Ushk Bay",,,"yes",FALSE,FALSE,,FALSE
231,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs, Crab Bay","B17",57.73638889,-135.3875,,"Eelgrass",,"Chichagof Island","Tenakee Springs","Crab Bay","West Crab Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
232,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs, Crab Bay","B18",57.73666667,-135.3836111,,"Eelgrass",,"Chichagof Island","Tenakee Springs","Crab Bay","East Crab Eelgrass Monitoring","yes",FALSE,FALSE,,FALSE
233,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs","B19",57.77583333,-135.1911111,,"Eelgrass",,"Chichagof Island","Tenakee Springs",,,"yes",FALSE,FALSE,,FALSE
234,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs","B20",57.77555556,-135.1913889,,"Eelgrass",,"Chichagof Island","Tenakee Springs",,,"yes",FALSE,FALSE,,FALSE
235,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs","B21",57.77638889,-135.1816667,,"Sand-Gravel",,"Chichagof Island","Tenakee Springs",,,"yes",FALSE,FALSE,,FALSE
236,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Tenakee Springs","B22",57.77583333,-135.18277778,,"Sand-Gravel",,"Chichagof Island","Tenakee Springs",,,"yes",FALSE,FALSE,,FALSE
237,"GOA","Gulf of Alaska","southeastern Alaska, Yakobi Island, Mite Cove","B01",58.07416667,-136.4511111,,"Kelp",,"Yakobi Island","Yakobi Island","Mite Cove",,"yes",FALSE,FALSE,,FALSE
238,"GOA","Gulf of Alaska","southeastern Alaska, Yakobi Island, Mite Cove","B02",58.0775,-136.4552778,,"Kelp",,"Yakobi Island","Yakobi Island","Mite Cove",,"yes",FALSE,FALSE,,FALSE
239,"GOA","Gulf of Alaska","southeastern Alaska, Yakobi Island, Soapstone Cove","B03",58.09638889,-136.4947222,,"Kelp",,"Yakobi Island","Yakobi Island","Soapstone Cove",,"yes",FALSE,FALSE,,FALSE
240,"GOA","Gulf of Alaska","southeastern Alaska, Yakobi Island, Soapstone Cove","B04",58.09888889,-136.495,,"Kelp",,"Yakobi Island","Yakobi Island","Soapstone Cove",,"yes",FALSE,FALSE,,FALSE
241,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B01",60.86166667,-146.6669444,,"Eelgrass",,"Tatitlek","Tatitlek",,"Tatitlek South Point","yes",FALSE,FALSE,,FALSE
242,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B02",60.86027778,-146.6741667,,"Eelgrass",,"Tatitlek","Tatitlek",,"Tatitlek South Point","yes",FALSE,FALSE,,FALSE
243,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B11",60.85916667,-146.6711111,,"Kelp",,"Tatitlek","Tatitlek",,"Tatitlek South Point","yes",FALSE,FALSE,,FALSE
244,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B12",60.85916667,-146.7091667,,"Kelp",,"Tatitlek","Tatitlek",,"Tatitlek South Point","yes",FALSE,FALSE,,FALSE
245,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B07",60.85861111,-146.7083333,,"Eelgrass",,"Tatitlek","Tatitlek",,"Tatitlek Narrows","yes",FALSE,FALSE,,FALSE
246,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B08",60.86472222,-146.6844444,,"Eelgrass",,"Tatitlek","Tatitlek",,"Tatitlek Narrows","yes",FALSE,FALSE,,FALSE
247,"GOA","Gulf of Alaska","Prince William Sound, Tatitlek","B09",60.86222222,-146.6794444,,"Eelgrass",,"Tatitlek","Tatitlek",,"Tatitlek Cove","yes",FALSE,FALSE,,FALSE
